#SEED: 0.4689216432161629
SAT0,-63.99043802921948,-3.284353972482819,302.33675404758304
SAT1,-5.6596435183257086,32.240110849364186,479.45512052864376
SAT2,6.63630158830334,-144.00531862432115,678.2997739522527
SAT3,-4.062570414634251,-166.8117245375286,633.7968032015618
SAT4,30.537551647993226,-167.96968326003667,562.1999474038107
SAT5,54.17634861017035,93.38440591262923,345.23543968672755
SAT6,-60.13947342090499,-119.98626062758971,586.6225390025062
SAT7,-47.928989243586685,100.71691685855154,422.4942483159748
SAT8,87.5086135370139,92.58022152843853,617.6215771452396
SAT9,22.256771784049263,40.316989712474395,330.0274759121845
SAT10,19.5462649211277,-165.78840553667126,493.8483907266383
SAT11,35.13745008384845,179.04723776238598,381.11498066354585
SAT12,23.576635694325333,99.23475297773308,672.7432928799142
SAT13,-30.18838393963125,25.728301823714617,343.5310043690216
SAT14,-77.8914084465738,155.60799217210604,320.3930976003807
SAT15,-72.99380476976344,-86.89040356052661,403.5761483408886
SAT16,31.788161674589446,139.86169349758762,605.8406611079356
SAT17,56.07344874429282,-45.41528794778725,636.3101600013756
SAT18,78.76405798777304,116.64790919343164,400.41216317138054
SAT19,-10.895315098612869,109.46540428103702,324.97306368070093
ROUTE,66.37076314355105,103.9599676010148,-68.71286308062346,-135.26338897318917
